id	title	journal	pub_time	pmid	circRNA id	circRNA name	circRNA synonyms	disease	method of circRNA detection	species	expression pattern	associator	host gene	tissue/cell line	functional describution
279	Screening differential circular RNA expression profiles reveals the regulatory role of circTCF25-miR-103a-3p/miR-107-CDK6 pathway in bladder carcinoma	Sci Rep.	2016 Aug 3	27484176	hsa_circ_0005273	circPTK2		bladder cancer	qRT-PCR, microarray	human	up-regulated	-	PTK2	tissue and cell line	Total of 469 dysregulated circular transcripts are found in bladder cancer compared with normal tissues, among which 285 were up-regulated and 184 were down-regulated. Six circRNAs were identified to have significant differences by qRT-PCR.
280	Screening differential circular RNA expression profiles reveals the regulatory role of circTCF25-miR-103a-3p/miR-107-CDK6 pathway in bladder carcinoma	Sci Rep.	2016 Aug 3	27484176	hsa_circ_0061265	circBC048201		bladder cancer	qRT-PCR, microarray	human	up-regulated	-	BC048201	tissue and cell line	Total of 469 dysregulated circular transcripts are found in bladder cancer compared with normal tissues, among which 285 were up-regulated and 184 were down-regulated. Six circRNAs were identified to have significant differences by qRT-PCR.
281	Screening differential circular RNA expression profiles reveals the regulatory role of circTCF25-miR-103a-3p/miR-107-CDK6 pathway in bladder carcinoma	Sci Rep.	2016 Aug 3	27484176	hsa_circ_0007158	circFAM169A		bladder cancer	qRT-PCR, microarray	human	down-regulated	-	FAM169A	tissue and cell line	Total of 469 dysregulated circular transcripts are found in bladder cancer compared with normal tissues, among which 285 were up-regulated and 184 were down-regulated. Six circRNAs were identified to have significant differences by qRT-PCR.
282	Screening differential circular RNA expression profiles reveals the regulatory role of circTCF25-miR-103a-3p/miR-107-CDK6 pathway in bladder carcinoma	Sci Rep.	2016 Aug 3	27484176	hsa_circ_0082582	circTRIM24		bladder cancer	qRT-PCR, microarray	human	down-regulated	-	TRIM24	tissue and cell line	Total of 469 dysregulated circular transcripts are found in bladder cancer compared with normal tissues, among which 285 were up-regulated and 184 were down-regulated. Six circRNAs were identified to have significant differences by qRT-PCR.
283	Foxo3 activity promoted by non-coding effects of circular RNA and Foxo3 pseudogene in the inhibition of tumor growth and angiogenesis	Oncogene.	2016 Jul 28	26657152	-	circFoxo3		breast cancer	qRT-PCR	human	down-regulated	miR-22, miR-136*, miR-138, miR-149*, miR-433, miR-762, miR-3614-5p, miR-3622b-5p	Foxo3	tissue	The breast tumor tissues expressed low levels of circ-Foxo3, Foxo3P and Foxo3 compared with normal tissues. We found that the ectopic expression of the Foxo3P, Foxo3 circular RNA and Foxo3 mRNA could all suppress tumor growth and cancer cell proliferation and survival.
284	Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells	J Transl Med.	2016 Jul 28	27465405	hsa_circ_0089974	circRNA_104983		radioresistant esophageal cancer cells	qRT-PCR, microarray	human	up-regulated	miR-512-5p	NHS	cell line	To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance.
285	Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells	J Transl Med.	2016 Jul 28	27465405	hsa_circ_0000554	circRNA_001059		radioresistant esophageal cancer cells	qRT-PCR, microarray	human	up-regulated	miR-30c-1*, miR-30c-2*, miR-122*, miR-139-3p, miR-339-5p and miR-1912.	LIN52	cell line	To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance.
286	Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells	J Transl Med.	2016 Jul 28	27465405	hsa_circ_0002019	circRNA_100984		radioresistant esophageal cancer cells	qRT-PCR, microarray	human	up-regulated	-	FOXRED1	cell line	To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance.
287	Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells	J Transl Med.	2016 Jul 28	27465405	hsa_circ_0014879	circRNA_100367		radioresistant esophageal cancer cells	qRT-PCR, microarray	human	up-regulated	miR-139-3p, miR-376a*, miR-1200	DCAF8	cell line	To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance.
288	Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells	J Transl Med.	2016 Jul 28	27465405	hsa_circ_0004519	circRNA_101877		radioresistant esophageal cancer cells	qRT-PCR, microarray	human	down-regulated	miR-222*	RFWD3	cell line	To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance.
289	Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells	J Transl Med.	2016 Jul 28	27465405	hsa_circ_0058058	circRNA_102913		radioresistant esophageal cancer cells	qRT-PCR, microarray	human	down-regulated	-	ATIC	cell line	To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance.
290	Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells	J Transl Med.	2016 Jul 28	27465405	hsa_circ_0001336	circRNA_000695		radioresistant esophageal cancer cells	qRT-PCR, microarray	human	down-regulated	-	EEFSEC	cell line	To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance.
291	Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells	J Transl Med.	2016 Jul 28	27465405	hsa_circ_0000518	circRNA_000167		radioresistant esophageal cancer cells	qRT-PCR, microarray	human	down-regulated	miR-181a-2*, miR-521, miR-556-5p, miR-512-5p, miR-663b, miR-1204 	RPPH1	cell line	To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance.
292	Profiling and bioinformatics analyses reveal differential circular RNA expression in radioresistant esophageal cancer cells	J Transl Med.	2016 Jul 28	27465405	hsa_circ_0032832	circRNA_101419		radioresistant esophageal cancer cells	qRT-PCR, microarray	human	down-regulated	miR-214	STON2	cell line	To validate the microarray profiling expression data, realtime quantitative RT-PCR revealed 4 upregulated and 5 downregulated expressed circRNAs as shown in Fig. 2. Expression levels detected by the two methods were consistent with each other, demonstrating the high reliability of the microarray expression results. Our study revealed a comprehensive expression and functional profile of differentially expressed circRNAs in radioresistant esophageal cancer cells, indicating possible involvement of these dysregulated circRNAs in the development of radiation resistance.
293	Comprehensive analysis of differentially expressed profiles of lncRNAs and circRNAs with associated co-expression and ceRNA networks in bladder carcinoma	Oncotarget	2016 Jul 26	27363013	-	circMYLK		bladder cancer	qRT-PCR, microarray	human	up-regulated	miRNA-29a-3p, DNMT3B, VEGFA, ITGB1	-	tissue	LncRNA-H19 and circular MYLK as well as circular CTDP1 could regulate the expression of DNMT3B, HAS3, VEGFA and ITGB1 through competing miRNA response elements (MREs) of miRNA-29a-3p, which would result in growth and metastasis of cancer.
294	Comprehensive analysis of differentially expressed profiles of lncRNAs and circRNAs with associated co-expression and ceRNA networks in bladder carcinoma	Oncotarget	2016 Jul 26	27363013	-	circCTDP1		bladder cancer	qRT-PCR, microarray	human	up-regulated	miRNA-29a-3p, DNMT3B, VEGFA, ITGB1	-	tissue	LncRNA-H19 and circular MYLK as well as circular CTDP1 could regulate the expression of DNMT3B, HAS3, VEGFA and ITGB1 through competing miRNA response elements (MREs) of miRNA-29a-3p, which would result in growth and metastasis of cancer.
295	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_CDR1		glioma	RNA-seq	human	down-regulated	-	CDR1	tissue	There are about 468 circRNAs, such as circ_CDR1, circ_ATRNL1, circ_AKT3, circ_SPTAN1, circ_ZNF483, circ_RIMS1, circ_FKBP8, circ_UNC13C, that are more highly expressed in normal tissue than in GBM with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that most of the highly expressed circRNAs are important factor in maintaining normal physiological function.
296	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_ATRNL1		glioma	RNA-seq	human	down-regulated	-	ATRNL1	tissue	There are about 468 circRNAs, such as circ_CDR1, circ_ATRNL1, circ_AKT3, circ_SPTAN1, circ_ZNF483, circ_RIMS1, circ_FKBP8, circ_UNC13C, that are more highly expressed in normal tissue than in GBM with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that most of the highly expressed circRNAs are important factor in maintaining normal physiological function.
297	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_AKT3		glioma	RNA-seq	human	down-regulated	-	AKT3	tissue	There are about 468 circRNAs, such as circ_CDR1, circ_ATRNL1, circ_AKT3, circ_SPTAN1, circ_ZNF483, circ_RIMS1, circ_FKBP8, circ_UNC13C, that are more highly expressed in normal tissue than in GBM with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that most of the highly expressed circRNAs are important factor in maintaining normal physiological function.
298	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_SPTAN1		glioma	RNA-seq	human	down-regulated	-	SPTAN1	tissue	There are about 468 circRNAs, such as circ_CDR1, circ_ATRNL1, circ_AKT3, circ_SPTAN1, circ_ZNF483, circ_RIMS1, circ_FKBP8, circ_UNC13C, that are more highly expressed in normal tissue than in GBM with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that most of the highly expressed circRNAs are important factor in maintaining normal physiological function.
299	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_ZNF483		glioma	RNA-seq	human	down-regulated	-	ZNF483	tissue	There are about 468 circRNAs, such as circ_CDR1, circ_ATRNL1, circ_AKT3, circ_SPTAN1, circ_ZNF483, circ_RIMS1, circ_FKBP8, circ_UNC13C, that are more highly expressed in normal tissue than in GBM with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that most of the highly expressed circRNAs are important factor in maintaining normal physiological function.
300	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_RIMS1		glioma	qRT-PCR, RNA-seq	human	down-regulated	-	RIMS1	tissue	There are about 468 circRNAs, such as circ_CDR1, circ_ATRNL1, circ_AKT3, circ_SPTAN1, circ_ZNF483, circ_RIMS1, circ_FKBP8, circ_UNC13C, that are more highly expressed in normal tissue than in GBM with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that most of the highly expressed circRNAs are important factor in maintaining normal physiological function.
301	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_FKBP8		glioma	qRT-PCR, RNA-seq	human	down-regulated	-	FKBP8	tissue	There are about 468 circRNAs, such as circ_CDR1, circ_ATRNL1, circ_AKT3, circ_SPTAN1, circ_ZNF483, circ_RIMS1, circ_FKBP8, circ_UNC13C, that are more highly expressed in normal tissue than in GBM with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that most of the highly expressed circRNAs are important factor in maintaining normal physiological function.
302	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_UNC13C		glioma	RNA-seq	human	down-regulated	-	UNC13C	tissue	There are about 468 circRNAs, such as circ_CDR1, circ_ATRNL1, circ_AKT3, circ_SPTAN1, circ_ZNF483, circ_RIMS1, circ_FKBP8, circ_UNC13C, that are more highly expressed in normal tissue than in GBM with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that most of the highly expressed circRNAs are important factor in maintaining normal physiological function.
303	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_COL1A2		glioma	RNA-seq	human	up-regulated	-	COL1A2	tissue	There are eight circRNAs, such as circ_COL1A2, circ_PTN, circ_VCAN, circ_SMO, circ_PLOD2, circ_GLIS3, circ_EPHB4, circ_CLIP2, that are more highly expressed in GBM than in normal tissues with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that these eight circRNAs could be potential biomarkers for GBM.
304	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_PTN		glioma	RNA-seq	human	up-regulated	-	PTN	tissue	There are eight circRNAs, such as circ_COL1A2, circ_PTN, circ_VCAN, circ_SMO, circ_PLOD2, circ_GLIS3, circ_EPHB4, circ_CLIP2, that are more highly expressed in GBM than in normal tissues with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that these eight circRNAs could be potential biomarkers for GBM.
305	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_VCAN		glioma	qRT-PCR, RNA-seq	human	up-regulated	-	VCAN	tissue	There are eight circRNAs, such as circ_COL1A2, circ_PTN, circ_VCAN, circ_SMO, circ_PLOD2, circ_GLIS3, circ_EPHB4, circ_CLIP2, that are more highly expressed in GBM than in normal tissues with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that these eight circRNAs could be potential biomarkers for GBM.
306	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_SMO		glioma	RNA-seq	human	up-regulated	-	SMO	tissue	There are eight circRNAs, such as circ_COL1A2, circ_PTN, circ_VCAN, circ_SMO, circ_PLOD2, circ_GLIS3, circ_EPHB4, circ_CLIP2, that are more highly expressed in GBM than in normal tissues with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that these eight circRNAs could be potential biomarkers for GBM.
307	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_PLOD2		glioma	RNA-seq	human	up-regulated	-	PLOD2	tissue	There are eight circRNAs, such as circ_COL1A2, circ_PTN, circ_VCAN, circ_SMO, circ_PLOD2, circ_GLIS3, circ_EPHB4, circ_CLIP2, that are more highly expressed in GBM than in normal tissues with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that these eight circRNAs could be potential biomarkers for GBM.
308	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_GLIS3		glioma	RNA-seq	human	up-regulated	-	GLIS3	tissue	There are eight circRNAs, such as circ_COL1A2, circ_PTN, circ_VCAN, circ_SMO, circ_PLOD2, circ_GLIS3, circ_EPHB4, circ_CLIP2, that are more highly expressed in GBM than in normal tissues with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that these eight circRNAs could be potential biomarkers for GBM.
309	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_EPHB4		glioma	RNA-seq	human	up-regulated	-	EPHB4	tissue	There are eight circRNAs, such as circ_COL1A2, circ_PTN, circ_VCAN, circ_SMO, circ_PLOD2, circ_GLIS3, circ_EPHB4, circ_CLIP2, that are more highly expressed in GBM than in normal tissues with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that these eight circRNAs could be potential biomarkers for GBM.
310	Circular RNA profile in gliomas revealed by identification tool UROBORUS	Nucleic Acids Res.	2016 May 19	26873924	-	circ_CLIP2		glioma	RNA-seq	human	up-regulated	-	CLIP2	tissue	There are eight circRNAs, such as circ_COL1A2, circ_PTN, circ_VCAN, circ_SMO, circ_PLOD2, circ_GLIS3, circ_EPHB4, circ_CLIP2, that are more highly expressed in GBM than in normal tissues with a q value < 0.05 (Wilcoxon rank-sum test and Benjamini-Hochberg correction), indicating that these eight circRNAs could be potential biomarkers for GBM.
311	Emerging roles of circRNA_001569 targeting miR-145 in the proliferation and invasion of colorectal cancer	Oncotarget.	2016 May 3	27058418	hsa_circ_0000677	circRNA_001569		colorectal cancer	qRT-PCR	human	up-regulated	miR-145, E2F5, BAG4 and FMNL2	ABCC1	tissue and cell line	hsa_circ_001569 acted as a positive regulator in cell proliferation and invasion of colorectal cancer
312	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0075828	hsa_circRNA_104083		basal cell carcinoma	microarray	human	up-regulated	miR-506-3p, miR-605-3p, miR-124-3p, miR-1224-5p, miR-450a-2-3p	LINC00340	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
313	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0075825	hsa_circRNA_104081		basal cell carcinoma	microarray	human	up-regulated	miR-545-5p, miR-607, miR-133a-5p, miR-376a-2-5p, miR-506-3p	LINC00340	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
314	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0008732	hsa_circRNA_104738		basal cell carcinoma	qRT-PCR, microarray	human	up-regulated	miR-655-5p, miR-19b-1-5p, miR-19b-2-5p, miR-877-3p, miR-130b-5p	BNC2	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
315	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0075829	hsa_circRNA_104084		basal cell carcinoma	qRT-PCR, microarray	human	up-regulated	miR-506-3p, miR-644a, miR-605-3p, miR-124-3p, miR-1224-5p	LINC00340	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
316	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0001370	hsa_circRNA_001830		basal cell carcinoma	microarray	human	up-regulated	miR-151a-3p, miR-215-3p, miR-489-3p, miR-320b, miR-320a	YEATS2	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
317	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0005795	hsa_circRNA_100823		basal cell carcinoma	microarray	human	up-regulated	miR-302a-3p, miR-103a-2-5p, miR-520d-3p, miR-373-3p, miR-302c-3p	LPXN	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
318	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0004777	hsa_circRNA_100432		basal cell carcinoma	microarray	human	up-regulated	miR-637, miR-762, miR-301a-5p, miR-518c-5p, miR-384	SOX13	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
319	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0080189	hsa_circRNA_104370		basal cell carcinoma	microarray	human	up-regulated	miR-197-3p, miR-212-5p, miR-578 , miR-135b-5p, miR-423-3p	TNS3	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
320	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0086419	hsa_circRNA_104739		basal cell carcinoma	microarray	human	up-regulated	miR-3196a-5p, miR-214-5p, miR-652-5p, miR-431-5p, miR-100-3p	BNC2	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
321	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0005912	hsa_circRNA_103643		basal cell carcinoma	qRT-PCR, microarray	human	up-regulated	miR-765, miR-30b-3p, miR-876-3p, miR-26b-3p, miR-196b-5p	FIP1 L1	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
322	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0022383	hsa_circRNA_100833		basal cell carcinoma	microarray	human	down-regulated	miR-765, miR-495-3p, miR-665, miR-193b-5p, miR-124-5p	FADS2	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
323	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0022392	hsa_circRNA_100834		basal cell carcinoma	microarray	human	down-regulated	miR-873-5p, miR-23b-5p, miR-181a-2-3p, miR-93-3p, miR-299-3p	FADS2	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
324	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0005085	hsa_circRNA_102612		basal cell carcinoma	microarray	human	down-regulated	miR-106b-5p, miR-661, miR-302a-3p, miR-302b-3p, miR-93-5p	ASAP2	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
325	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0015449	hsa_circRNA_100410		basal cell carcinoma	microarray	human	down-regulated	miR-145-3p, miR-194-3p, miR-23b-5p, miR-32-3p, miR-619-5p	SOAT1	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
326	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0072387	hsa_circRNA_103829		basal cell carcinoma	microarray	human	down-regulated	miR-625-3p, miR-129-5p, miR-532-5p, miR-548c-3p, let-7c-5p	HMGCS1	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
327	Circular RNA expression in basal cell carcinoma	Epigenomics	2016 May  	27097056	hsa_circ_0046449	hsa_circRNA_102246		basal cell carcinoma	microarray	human	down-regulated	miR-2113, miR-363-3p, miR-92a-3p, miR-484, miR-381-3p	TBCD	tissue	We identified 23 upregulated and 48 downregulated circRNAs with 354 miRNA response elements capable of sequestering miRNA target sequences of the basal cell carcinoma (BCC) miRNome. The present study describes a variety of circRNAs that are potentially involved in the molecular pathogenesis of BCC.
328	Comprehensive Circular RNA Profiling Reveals That hsa_circ_0005075, a New Circular RNA Biomarker, Is Involved in Hepatocellular Carcinoma Development	Medicine (Baltimore).	2016 May	27258521	hsa_circ_0005075	-		hepatocellular carcinoma	qRT-PCR, microarray	human	up-regulated	miR-23b-5p, miR-93-3p, miR- 581, miR-23a-5p	EIF4G3	tissue	Hsa_circ_0005075 expression shows significant association with some clinicopathological factors of hepatocellular carcinoma  (HCC) patients, and may serve as a novel potential biomarker for HCC diagnosis.
329	Foxo3 circular RNA retards cell cycle progression via forming ternary complexes with p21 and CDK2	Nucleic Acids Res.	2016 Apr 7	26861625	-	circFoxo3		breast cancer	qRT-PCR	mouse	down-regulated	CDK2, p21	Foxo3	cell line	The circular RNA circ-Foxo3 was highly expressed in noncancer cells and were associated with cell cycle progression. Silencing endogenous circ-Foxo3 promoted cell proliferation.
330	Foxo3 circular RNA retards cell cycle progression via forming ternary complexes with p21 and CDK2	Nucleic Acids Res.	2016 Apr 7	26861625	-	circFoxo3		melanoma	qRT-PCR	mouse	down-regulated	CDK2, p21	Foxo3	cell line	The circular RNA circ-Foxo3 was highly expressed in noncancer cells and were associated with cell cycle progression. Silencing endogenous circ-Foxo3 promoted cell proliferation.
331	Circular RNA profiling reveals an abundant circHIPK3 that regulates cell growth by sponging multiple miRNAs	Nat Commun.	2016 Apr 6	27050392	hsa_circ_0000284	circHIPK3		hepatocellular carcinoma	qRT-PCR, RNA-seq	human	up-regulated	miR-124 	HIPK3	cell line	A subsequent cell proliferation assay indicated that the downregulation of circHIPK3, but not HIPK3 mRNA, significantly suppressed cell growth in different cell types. Consistent with this result from the siRNA knockdown experiments, we observed that cell proliferation was significantly suppressed on the knockdown of circHIPK3 expression in HEK-293T cells via CRISPR/Cas9 technology.
